time,open,high,low,close,tick_volume,spread,real_volume
2026-05-12 21:30:00,1.17359,1.1741,1.17354,1.17404,1235,0,0
2026-05-12 22:00:00,1.17404,1.17446,1.17395,1.17423,1155,0,0
2026-05-12 22:30:00,1.17423,1.17468,1.17393,1.17401,1376,0,0
2026-05-12 23:00:00,1.174,1.17407,1.17376,1.17386,572,3,0
2026-05-12 23:30:00,1.17387,1.17407,1.17373,1.17397,509,3,0
2026-05-13 00:00:00,1.17366,1.17401,1.1733,1.1736,223,4,0
2026-05-13 00:30:00,1.1736,1.17402,1.17355,1.17366,541,3,0
2026-05-13 01:00:00,1.17366,1.17399,1.17364,1.17388,394,3,0
2026-05-13 01:30:00,1.17388,1.17399,1.17379,1.1739,232,3,0
2026-05-13 02:00:00,1.1739,1.17411,1.17371,1.17384,280,0,0
2026-05-13 02:30:00,1.17384,1.17389,1.17338,1.17349,469,3,0
2026-05-13 03:00:00,1.1735,1.1738,1.17318,1.17353,1322,1,0
2026-05-13 03:30:00,1.17353,1.17385,1.17329,1.1738,1007,0,0
2026-05-13 04:00:00,1.1738,1.17388,1.17306,1.17372,1241,0,0
2026-05-13 04:30:00,1.17372,1.17417,1.17359,1.17387,1060,0,0
2026-05-13 05:00:00,1.17387,1.17417,1.17359,1.17379,685,1,0
2026-05-13 05:30:00,1.17379,1.17388,1.17358,1.1737,657,1,0
2026-05-13 06:00:00,1.1737,1.17376,1.17316,1.17351,958,1,0
2026-05-13 06:30:00,1.17351,1.17378,1.17332,1.17344,732,1,0
2026-05-13 07:00:00,1.17344,1.17351,1.17325,1.17337,578,2,0
2026-05-13 07:30:00,1.17337,1.17346,1.17313,1.17344,722,1,0
2026-05-13 08:00:00,1.17344,1.1736900000000001,1.17333,1.17363,822,1,0
2026-05-13 08:30:00,1.17364,1.17368,1.17319,1.1734,699,0,0
2026-05-13 09:00:00,1.17339,1.17342,1.17243,1.17265,1332,0,0
2026-05-13 09:30:00,1.17265,1.17265,1.17174,1.17198,1602,0,0
2026-05-13 10:00:00,1.17198,1.17232,1.17165,1.17171,1863,0,0
2026-05-13 10:30:00,1.17171,1.17175,1.17063,1.1707,1622,0,0
2026-05-13 11:00:00,1.1707,1.17116,1.17043,1.17106,1794,0,0
2026-05-13 11:30:00,1.17106,1.17114,1.17001,1.1703000000000001,1799,0,0
2026-05-13 12:00:00,1.1703000000000001,1.17043,1.16948,1.16957,2258,0,0
2026-05-13 12:30:00,1.16957,1.1706699999999999,1.16951,1.1706,1630,0,0
2026-05-13 13:00:00,1.17061,1.1707,1.17018,1.17051,2362,0,0
2026-05-13 13:30:00,1.17051,1.17144,1.17042,1.17126,1624,1,0
2026-05-13 14:00:00,1.17126,1.1715200000000001,1.17106,1.17134,1578,1,0
2026-05-13 14:30:00,1.17134,1.17172,1.17112,1.17121,1423,0,0
2026-05-13 15:00:00,1.17121,1.17161,1.17031,1.17036,1950,0,0
2026-05-13 15:30:00,1.17035,1.17106,1.16971,1.17017,3141,0,0
2026-05-13 16:00:00,1.17017,1.17055,1.17,1.17034,1935,0,0
2026-05-13 16:30:00,1.17034,1.17122,1.17027,1.1710099999999999,3390,0,0
2026-05-13 17:00:00,1.1710099999999999,1.1712500000000001,1.17046,1.17102,2543,0,0
